628.200000	541.200000	536.600000	
15170.800000	6861.400000	5645.600000	
77435.000000	29191.400000	20018.400000	
182811.000000	58291.200000	38958.000000	
324562.000000	97650.600000	63751.800000	
730426.600000	247047.600000	141095.600000	
1135.200000	953.200000	882.800000	
23776.200000	11239.000000	8979.600000	
105892.600000	47934.800000	37923.000000	
227145.200000	102931.800000	79290.400000	
399533.000000	181556.400000	139380.000000	
841568.200000	406051.400000	286918.200000	
1069.600000	804.600000	733.400000	
28068.000000	11491.400000	9171.600000	
111752.600000	41497.200000	30817.400000	
242170.000000	86774.000000	62599.600000	
433334.000000	157233.600000	110668.800000	
1056612.000000	422983.000000	271363.800000	
1045.800000	710.000000	664.800000	
26091.200000	10020.600000	8520.200000	
104307.600000	39289.400000	28676.400000	
231768.600000	81754.800000	59559.800000	
423580.200000	148335.800000	107596.800000	
962200.200000	391759.600000	242944.800000	
467.200000	327.000000	322.200000	
5978.400000	2374.200000	2122.600000	
39674.200000	13363.000000	10089.800000	
63229.000000	20845.600000	15494.800000	
154571.600000	49781.800000	34733.400000	
358492.400000	114046.800000	78351.200000	
997.200000	1347.200000	1422.000000	
29206.800000	30107.400000	15601.600000	
114820.200000	99750.400000	52329.800000	
260739.200000	231968.800000	110764.600000	
460003.400000	417332.200000	202051.800000	
1019240.000000	932140.400000	421738.400000	
842.200000	760.000000	736.600000	
22488.400000	12055.600000	10223.800000	
92152.800000	47504.400000	38082.800000	
209897.600000	103690.400000	80546.000000	
373337.200000	192325.200000	145070.800000	
835196.400000	461307.600000	315850.000000	
811.000000	1350.000000	1214.400000	
28293.000000	28036.400000	14935.200000	
110786.800000	101873.000000	51505.400000	
248104.800000	230451.800000	100349.800000	
430046.800000	399079.000000	164582.000000	
965777.400000	893352.600000	362984.400000	
1241.000000	1283.200000	1167.000000	
33368.000000	22845.200000	16242.200000	
125314.000000	77009.400000	43135.600000	
276568.800000	176686.000000	90631.600000	
480148.200000	316404.400000	157610.600000	
1059908.000000	704754.000000	336237.000000	
1149.000000	1409.800000	1378.600000	
27511.600000	27341.200000	14716.200000	
107472.800000	95876.600000	47699.400000	
236148.200000	208171.600000	97120.800000	
418267.800000	365972.400000	175736.600000	
917911.200000	830029.600000	359510.200000	
1111.400000	755.800000	719.200000	
27443.600000	11335.200000	9601.800000	
115021.800000	43832.000000	35048.200000	
260242.000000	102249.400000	78516.200000	
460910.600000	183610.800000	138137.000000	
1051654.000000	483672.000000	325735.400000	
487.800000	682.000000	672.400000	
26598.600000	23329.800000	17144.000000	
109692.400000	107651.600000	62424.000000	
249800.800000	231555.800000	139336.800000	
445527.200000	424594.400000	240879.200000	
1008238.000000	957295.000000	545799.400000	
