621	473	428
603	475	430
622	460	429
622	463	428
621	470	431
15041	6824	4443
15010	6835	4059
15473	6823	4055
15255	6825	4047
14856	6830	4063
77280	22286	14729
77143	22625	14902
77172	22258	14766
77711	22334	14794
77396	22430	14790
182703	51078	31168
184151	45876	28503
182787	42672	26554
182350	42614	26578
182757	42801	27497
324536	74088	45906
322647	73816	45741
322453	74048	45706
323197	73856	45710
324624	74006	45730
730618	183402	100964
730574	182754	100790
731543	181551	100359
735403	187316	100997
729174	183911	100297
1125	658	756
1106	659	749
1138	654	751
1163	660	748
1101	655	747
23615	11274	6954
23819	11254	6953
24110	11242	6961
24213	11232	6962
24020	11247	6950
106165	38178	28244
105620	38192	28231
105950	38180	28248
105160	38159	28212
106008	38193	28262
227751	78913	57274
227405	79061	57903
226896	78838	57253
226444	78895	57263
225776	78865	57224
398283	144317	97350
399446	143999	96696
401542	144229	96756
402241	144156	96730
397868	144381	97365
842588	317348	191919
844241	302872	192790
843764	302500	191860
841970	303385	192871
843827	302784	191565
1069	621	633
1068	621	634
1073	619	635
1046	624	634
1058	619	633
28322	10790	7663
28373	10791	7654
28839	10969	8136
27956	10815	7630
28011	10801	7650
111394	31490	23841
112479	31742	25049
111219	31698	24995
112065	31761	24373
112238	31489	24046
242226	67929	46160
241953	67878	46132
243975	67905	46231
242840	67938	46200
242530	67898	46211
433119	119752	82817
430762	119691	82847
434077	119757	82813
432396	119884	83433
434821	119737	82842
1.05486e+06	322335	206583
1.0588e+06	322449	206003
1.05421e+06	349186	206246
1.05713e+06	321993	205763
1.05499e+06	322376	206416
1002	551	504
1045	544	503
994	551	518
1017	550	506
1011	557	507
26704	9558	7097
26677	9543	7098
26237	9565	7099
25850	9538	7096
26469	9563	7106
105804	29202	22276
103538	29259	22223
104390	29229	22286
105748	29231	22296
105267	29208	22352
231856	62149	46266
230339	62186	46289
232854	62167	46250
232416	62182	46257
232812	62139	46266
423274	112276	78435
425349	111943	77757
425481	112176	77786
427270	111917	77709
423165	112254	78396
963785	291212	172722
958422	291034	172709
963951	291421	173199
962010	322138	171386
966780	291819	172507
477	301	296
517	305	296
484	301	297
458	306	307
486	302	296
5496	2350	1603
5857	2347	1601
6075	2345	1591
6161	2346	1598
6070	2366	1595
39805	11374	7362
39975	11360	7390
39482	11295	7377
39953	11358	7381
39343	11346	7359
62847	17825	10874
63664	17824	11071
63587	17877	10868
63550	17824	10881
63289	17908	10855
155103	36118	24512
153709	36087	24446
155038	36137	24499
155244	36092	24484
155511	36106	24502
357749	84769	54472
357843	84735	54613
359655	84736	54616
358386	85022	55216
362708	84657	54705
1017	1234	1350
944	1227	1353
996	1230	1352
933	1231	1354
930	1228	1349
28975	29948	14313
28905	29943	14277
29210	29966	14098
28966	29933	14298
28826	29924	14277
113921	85811	44088
113270	85762	44075
113630	85802	44077
113941	85788	44065
114201	85795	44088
259847	196941	98264
260483	196944	98242
259988	196869	98260
260161	196902	98250
260720	196957	98219
460580	351204	167907
462169	351428	168373
460564	350856	168152
462291	351415	168157
460209	351309	168065
1.01959e+06	781723	366806
1.02026e+06	819205	366373
1.02027e+06	781990	366781
1.01658e+06	782029	366782
1.01987e+06	781881	366503
863	602	606
854	595	600
842	605	602
855	599	600
850	610	606
22944	10958	7326
22467	11155	7825
22710	10957	7338
22484	10971	7323
22722	10960	7341
91524	34556	26141
91819	34556	26137
91714	34621	26140
92500	34603	26133
92146	34570	26138
209814	84464	53594
210501	84699	54497
208576	84630	54234
210691	84691	54245
210213	84645	54181
373694	137469	92053
371216	137407	92026
373392	137430	92019
373046	137417	92043
370910	137464	92030
836508	324845	197054
834789	324330	196682
834952	352241	196673
835492	324312	196692
834873	324170	196656
807	1271	1191
790	1286	1192
835	1281	1191
828	1269	1192
802	1278	1193
28182	28025	12382
28152	28074	12436
28029	28180	12863
28428	28072	12440
28510	28076	12436
109720	86673	42309
110967	86683	42341
111412	86801	42338
111221	86778	42347
110341	86666	42305
247308	186822	81363
247766	186857	81356
247092	186814	81383
247091	186798	81337
247524	187011	81974
431711	321752	135454
432305	321886	135429
430696	321820	135726
430921	321758	135416
432204	321831	135507
966517	716572	285282
964493	716048	285595
965620	716210	285580
968011	716090	285413
964859	751842	285429
1185	1178	1124
1228	1176	1126
1411	1178	1124
1196	1178	1122
1225	1186	1124
33041	22581	13502
33167	22591	13326
32924	22590	13524
33033	22591	13509
33155	22600	13504
126224	69752	36041
125402	69754	36064
126843	69743	36019
125330	69750	36078
125845	69724	36040
276836	153736	78246
276385	153914	79050
273916	154002	78844
275518	153949	78866
274172	153991	78815
477937	272385	119769
481170	272348	119750
477349	272123	119413
480735	272397	119857
479175	272334	119689
1.06173e+06	547536	253124
1.05919e+06	547447	253134
1.06131e+06	547662	252999
1.06011e+06	547515	253125
1.06118e+06	547509	252367
1181	1344	1361
1074	1342	1361
1190	1336	1361
1190	1421	1358
1170	1337	1359
27345	27349	13347
27442	27319	13363
27142	27346	13383
27132	27348	13351
27383	27333	13358
107004	87370	41036
107622	87658	41863
107165	87630	41691
106923	87443	41032
107769	87423	41043
238098	169165	80643
236971	169368	80976
236634	169230	80326
235725	169147	80360
236142	169269	80924
421231	301519	141774
419951	301348	142012
417400	301447	142118
419753	301368	142047
417493	301387	142117
918346	662143	275332
917193	685764	275275
919880	662377	275432
921222	662132	275450
917676	661855	275389
1103	593	611
1130	596	609
1260	588	610
1110	593	612
1112	584	605
27513	11028	8038
27400	11046	8029
27716	11092	8038
27443	11050	8038
27658	11060	8033
114349	34841	26811
114465	34821	26990
115998	34850	26799
115244	34809	26761
115045	34841	26783
259873	87326	57726
260703	87361	57758
258437	87375	57722
261050	87379	57738
260914	87374	57720
461434	139407	98100
460715	139365	98162
458833	139483	98098
458926	139390	98117
461099	139287	98107
1.05394e+06	365290	225803
1.05046e+06	363525	225113
1.0503e+06	376424	225777
1.04945e+06	364053	226104
1.05698e+06	363745	225274
497	671	671
473	668	672
507	665	679
522	667	670
488	662	670
26430	21756	12298
26918	21750	12293
26436	21767	12292
26387	21737	12305
26630	21757	12312
110025	70772	40831
109966	70694	40865
109361	71250	40940
109416	70795	40865
109406	71267	41193
249356	172673	86597
249817	172521	86590
249479	173098	86595
247968	173001	87056
248387	172620	86634
445039	282023	140104
445149	281772	140016
446665	282073	140158
447900	282151	140705
444722	282232	140528
