677	1386	970
621	1384	970
608	1378	973
609	1381	969
641	1384	969
15130	8393	4510
15112	8179	3996
15276	8179	3994
15831	8176	3986
15189	8183	3994
77138	19250	15279
77107	19265	15278
76926	19249	15306
77429	19252	15301
77498	19268	15305
183604	30655	21686
182940	30676	21667
183093	30837	21848
190292	31198	21800
182029	30673	21679
327895	44781	40643
325988	43049	39528
325196	39168	35958
325708	39269	35949
324316	38691	35534
729196	84842	78661
727601	84875	78435
728856	97780	82093
727104	84802	78557
732987	84835	78951
1123	2420	1878
1108	2421	1860
1135	2426	1860
1124	2415	1859
1100	2426	1860
23679	11547	6732
23560	11543	6737
23368	11712	7215
24130	11548	6737
23688	11533	6737
104506	26924	18518
104243	26931	18520
104659	26926	18525
105553	27121	19637
105226	26910	18508
227110	38655	29743
226637	38650	29746
225319	38622	29758
225343	38656	29756
226247	38654	29731
398495	58570	57777
398393	58527	57774
398275	58552	57801
401121	58501	57760
400458	58592	57786
841833	114844	117247
845778	114540	116929
838829	114827	117948
836321	114828	117117
839209	114615	117445
1055	1936	1464
1069	1931	1464
1071	1933	1463
1152	1935	1463
1076	1939	1463
28565	10956	5022
28429	10889	5034
28042	10909	5033
28042	10896	5026
27857	10896	5022
112141	31821	18543
111049	31795	18573
112380	31787	18573
112427	31778	18569
112060	32027	19767
243584	44133	26569
244457	38698	23325
243476	38812	23330
243846	38795	23355
244732	38783	23352
432797	55729	49196
435486	54498	47891
432395	54493	47903
431213	54598	47853
432410	54489	47862
1.0601e+06	121066	118464
1.06022e+06	120999	118402
1.0542e+06	121036	113216
1.04392e+06	121266	119463
1.05756e+06	121039	118498
1014	1682	1316
1010	1696	1315
1036	1683	1316
1163	1700	1318
987	1694	1318
26459	9873	4663
27092	9880	4658
26480	9880	4656
27044	9883	4661
26892	9873	4689
101785	24548	17046
104333	24568	17052
103915	24565	17079
101104	24559	17074
103973	24558	17074
234132	34047	23649
233057	34060	23686
233751	34039	23638
231306	34053	23648
232420	34055	23641
427716	66675	55806
422418	59995	49811
421410	57745	48053
425764	58466	47974
422913	57425	47699
958816	114047	109633
967543	114554	109749
962754	113960	110491
965084	114091	109132
959159	114059	110649
459	885	563
459	881	560
459	882	564
460	880	561
459	882	573
5603	4579	2161
5730	4579	2166
