633.200000	541.200000	427.400000	
15463.800000	2349.600000	1898.800000	
77507.600000	5182.000000	5816.200000	
182510.600000	19831.800000	11259.600000	
323681.000000	25760.600000	17833.000000	
729345.800000	51853.400000	33463.000000	
1123.800000	944.600000	640.800000	
23766.200000	3839.400000	3430.000000	
105944.800000	8651.800000	8643.800000	
226637.600000	31564.200000	15531.200000	
400087.200000	44963.800000	30088.800000	
843198.600000	100673.600000	56576.800000	
1062.000000	807.400000	576.000000	
28217.400000	3816.200000	3328.800000	
111963.200000	8010.200000	7149.200000	
242911.000000	28965.200000	14009.200000	
433275.800000	39896.200000	22515.400000	
1055352.000000	99767.200000	57670.800000	
1007.000000	708.400000	514.800000	
26068.600000	3504.200000	2904.400000	
104669.000000	8796.000000	7846.800000	
231759.600000	33158.400000	16625.200000	
423824.600000	42105.000000	24678.400000	
964670.000000	88570.400000	53699.600000	
463.600000	333.600000	291.400000	
5811.400000	1331.800000	977.800000	
39769.200000	3319.200000	2894.600000	
63517.800000	4278.200000	4289.800000	
155393.600000	16441.800000	8151.400000	
359006.000000	27228.400000	18836.400000	
990.400000	1673.600000	1580.800000	
29058.200000	12376.800000	9369.800000	
113536.000000	22872.600000	22586.800000	
259576.400000	72201.200000	33019.000000	
461011.400000	92286.200000	45866.200000	
1017968.000000	208067.400000	90946.000000	
837.400000	759.800000	574.000000	
22091.400000	3815.000000	3439.800000	
92044.800000	8399.600000	8030.000000	
209187.000000	34931.800000	16103.600000	
371450.000000	48929.800000	30889.600000	
833241.600000	107123.200000	59743.600000	
804.600000	1351.400000	1172.600000	
28226.600000	9977.600000	7476.600000	
110515.600000	21204.000000	17414.000000	
247208.600000	71239.800000	28816.400000	
430371.200000	94270.000000	42576.800000	
971159.000000	150672.400000	90122.000000	
1230.400000	1286.600000	1248.400000	
33307.000000	8047.600000	6940.200000	
124662.600000	14757.200000	15554.800000	
275765.600000	26181.000000	24310.600000	
480298.000000	77417.200000	38107.000000	
1059630.000000	136715.000000	80116.400000	
1150.400000	1408.000000	1403.200000	
27467.200000	8816.400000	6981.200000	
107302.400000	19606.600000	20345.600000	
236584.800000	30580.400000	33099.200000	
419553.400000	88675.800000	44535.600000	
919278.600000	132589.800000	84102.000000	
1142.000000	752.000000	570.800000	
27456.600000	3818.600000	3238.400000	
115226.200000	8022.600000	8071.800000	
260839.600000	31484.200000	17096.400000	
458917.200000	43331.200000	28348.600000	
1054020.000000	109999.000000	65464.800000	
485.000000	680.600000	682.600000	
26745.400000	7723.600000	6244.800000	
108957.600000	16366.600000	15451.200000	
249740.200000	67414.400000	28637.800000	
445298.800000	94866.200000	50914.000000	
1008784.000000	221263.200000	114143.200000	
