975.100000	966.566667	
5252.933333	5203.533333	
9466.766667	9508.233333	
36531.166667	36495.066667	
84712.833333	84737.233333	
132402.933333	132295.866667	
298263.666667	298435.966667	
150347.800000	150330.800000	
1693.400000	1729.866667	
14070.533333	14118.566667	
32026.733333	32061.400000	
50979.700000	50871.666667	
171475.900000	171536.766667	
264287.533333	264243.066667	
358307.233333	358092.466667	
1509.900000	1499.766667	
8757.500000	8831.666667	
16071.100000	15966.033333	
50503.033333	50433.200000	
115271.533333	115322.533333	
180413.466667	180307.733333	
431786.966667	432366.566667	
216595.400000	216912.400000	
1349.866667	1372.300000	
15292.600000	15341.433333	
32067.066667	31946.300000	
49574.700000	49879.966667	
175040.333333	175162.866667	
284123.866667	285164.233333	
395253.700000	394717.766667	
620.266667	624.933333	
2434.533333	2457.633333	
4282.900000	4284.666667	
20638.300000	20613.566667	
46884.066667	46821.600000	
71809.633333	71886.066667	
147203.333333	147441.666667	
74445.700000	74666.000000	
2697.166667	2699.733333	
25787.200000	25724.400000	
46588.233333	46589.366667	
66434.500000	66418.833333	
216999.133333	216737.133333	
115870.500000	115881.300000	
15789.466667	15793.366667	
47611.400000	47748.000000	
105070.900000	105376.666667	
161936.033333	162298.733333	
366308.466667	367219.600000	
195123.400000	194980.000000	
23205.166667	23315.300000	
67751.033333	67786.900000	
138537.166667	138460.333333	
209399.966667	209614.700000	
456091.166667	453902.466667	
229432.600000	228223.966667	
2648.333333	2645.400000	
23009.633333	23019.966667	
44162.900000	44249.400000	
65303.533333	65311.600000	
212093.666667	212162.666667	
337722.366667	338468.633333	
464089.233333	464457.466667	
2990.800000	2944.433333	
12399.400000	12422.033333	
21870.800000	21939.533333	
64624.733333	64555.900000	
131966.266667	131881.733333	
199570.200000	199330.900000	
429512.566667	428316.366667	
215596.033333	214723.033333	
1453.166667	1484.800000	
15865.033333	15897.833333	
34044.366667	34015.366667	
52284.300000	52236.100000	
190668.933333	190548.266667	
314869.400000	314541.100000	
439587.066667	439306.900000	
22491.400000	22513.566667	
43284.433333	43279.333333	
63953.600000	64038.166667	
213293.600000	213274.866667	
339946.866667	340711.666667	
468361.033333	467434.533333	
