633.600000	542.600000	523.000000	
15467.000000	5775.000000	3658.800000	
77651.400000	12159.800000	6176.400000	
182335.400000	19757.800000	15385.400000	
324760.800000	25730.600000	19751.600000	
729131.400000	40291.800000	52833.800000	
1166.800000	953.800000	920.200000	
23924.200000	9357.400000	5213.600000	
105669.800000	21428.600000	9821.200000	
226752.000000	31605.800000	15777.600000	
399732.400000	44929.400000	33703.200000	
843919.800000	71883.600000	61777.200000	
1074.200000	807.200000	791.800000	
28376.800000	8846.200000	5649.200000	
111048.200000	18143.800000	8074.000000	
241435.400000	28952.200000	13826.800000	
430025.000000	39909.600000	27422.600000	
1057580.000000	72151.600000	84355.600000	
1036.000000	704.000000	668.000000	
26650.600000	7822.800000	5323.800000	
104842.200000	20056.000000	9835.800000	
231716.800000	33122.000000	16361.600000	
423109.800000	41133.800000	28703.200000	
961602.400000	68227.000000	76417.200000	
484.800000	331.800000	319.800000	
5766.400000	2366.600000	2327.800000	
39695.200000	8224.000000	4267.800000	
63659.400000	10974.000000	5071.400000	
154700.200000	18423.200000	9335.000000	
358895.400000	31212.800000	21803.000000	
971.000000	1572.200000	1593.000000	
29088.000000	25510.000000	13035.600000	
114147.600000	46485.800000	20729.800000	
259137.200000	68565.400000	31837.200000	
459863.200000	92422.800000	52775.000000	
1018008.000000	133268.400000	141211.600000	
881.800000	758.800000	733.400000	
22490.200000	9893.400000	6268.600000	
92310.400000	21501.000000	9676.200000	
210058.800000	34872.800000	24848.600000	
373025.600000	47121.600000	36534.800000	
829967.800000	86386.600000	96825.200000	
786.400000	1349.200000	1248.600000	
28411.000000	23173.200000	10400.200000	
110635.400000	49384.000000	20216.600000	
246877.000000	71264.400000	29147.200000	
431250.800000	94340.000000	49497.400000	
969050.200000	149822.400000	81494.400000	
1222.200000	1285.000000	1331.400000	
33509.200000	19396.400000	8943.400000	
124884.000000	36289.400000	17191.400000	
274853.200000	59803.000000	26924.400000	
480885.200000	77390.400000	49054.400000	
1057826.000000	136737.200000	70027.000000	
1144.200000	1411.400000	1423.400000	
27463.600000	20938.400000	10636.800000	
107035.800000	44797.200000	19984.800000	
235974.800000	68469.800000	29543.400000	
419768.800000	85311.800000	49969.600000	
918052.000000	138330.400000	74617.600000	
1129.400000	747.600000	734.400000	
27036.600000	8960.000000	5887.600000	
114533.000000	19773.600000	9035.800000	
258715.800000	31541.200000	23790.200000	
459856.200000	43324.800000	32674.800000	
1052914.000000	80865.000000	94526.600000	
499.800000	684.000000	687.400000	
26804.400000	21452.200000	9191.000000	
109251.000000	46216.800000	17238.000000	
250335.800000	67394.800000	43429.800000	
445590.600000	94931.600000	58191.800000	
1009172.000000	145466.400000	149870.400000	
